@relation _home_sebastiao_sebastiao_red_exemplo1

@attribute text string
@attribute @@class@@ {semRacismoN1,racismoN1}

@data
'@joh john ohnl hnle nleg lege egen gend end nd r d re res resp espo spon pond onde nde de a e a a c a co com come omen ment enta ntá tár ári ́rio rio io r o ra rac raci acis cist ista sta. ta. a. h . ht htt http ttp: tp:/ p:// ://g //go /goo goo. oo.g o.gl .gl/ gl/l l/lh /lh2 lh2y h2yp 2ypl ypl pl l  # #r #ra #rad radi adio dioc ioco ocom come omer merc erci rcia cial ial al # l #n #no #not noti otic tici icia cias ias as # s #n #ne #new news ews ws # s #r #ra #rac raci acis cism ismo ',semRacismoN1
'o de det deta etal talh alhe lhe he m e ma mai mais ais is s s so só sór órd ́rdi rdid dido ido: do: o: a : a a c a ca cas casa asa sa d a do dos dos os f s fr fri frio rios ios os n s na nã não ão ̃o p o pe ped pedi ediu diu iu d u de des desc escu scul culp ulpa lpas pas as a s à à à v ̀ vi ví vít íti ́tim tima ima ma n a na na na n a no not nota ota ta a a à à à i ̀ im imp impr mpre pren rens ensa nsa. sa. a. # . #c #ca #cas casa asad sado ados dosf osfr sfri frio rios ios os # s #r #ra #rac raci acis cism ismo smo. mo.. o... ... .. h . ht htt http ttp: tp:/ p:// ://f //fb /fb. fb.m b.me .me/ me/5 e/5b /5br 5brs brsf rsf8 sf8o f8ox 8oxs oxs ',semRacismoN1
'@col colo olor lora orad rado adoz dozh ozh zh @ h @z @ze @zer zero eroh roho ohor hora ora ra t a ti tim time ime me g e gr gra gran rand ande nde de c e co com com om p m pe pen pens ensa nsam same amen ment ento nto to d o de de de p e pe peq pequ eque quen ueno eno no . o .. ... ... .. z . za zag zago ago go c o co com como omo mo t o tr tre trei rein eina inad nado ador dor or e r é é é o ́ o o f o fu fun fund undo ndo do d o do do do p o po poc poç oço ço ̧o ! o !! !!! !!! !! # ! #r #ra #rac raci acis cist ista ',semRacismoN1
'se e e é é é c ́ ce ceg cego ego go d o do dos dos os o s ol olh olho lhos hos, os, s, n , na nã não ão ̃o e o é é é r ́ ra rac raci acis cist ista sta. ta. a. s . se se se e e é é é r ́ ra rac raci acis cist ista sta, ta, a, e , é é é c ́ ce ceg cego ego go d o de de de a e al alm alma lma. ',semRacismoN1
'o #r #ra #rac raci acis cism ismo smo mo e o é é é a ́ a a p a pr pro prov rova ova va o a o o q o qu qua quan uant anto nto to a o ai ain aind inda nda da v a vo voc voce ocê cês ês ̂s s s sa sã são ão ̃o p o pr pri prim rimi imit miti itiv tivo ivos vos os d s de de de t e ti ti ti a i ap ape apen pena enas nas as s s si sin sint into nto to p o pe pen pena ena na # a #s #sl #slb slb lb # b #c #ca #car carr arre rreg rega egab gabe aben benf enfi nfic fica ica ca # a #b #be #ben benf enfi nfic fica ica ca # a #a #ac #acu acul culp ulpa lpae paé aéd édo ́dob dobe oben benf enfi nfic fica ',semRacismoN1
'mult ulti ltic ticu icul cult ultu ltur tura ural rali alis lism ismo smo mo e o es est esta stá tá á m ́ mo mor mort orto rto? to? o? # ? #f #fu #fut futu utur turo uroi roin oinc ince ncer cert erto rto to # o #p #pr #pre prec reco econ conc once ncei ceit eito ito to # o #r #ra #rac raci acis cism ismo smo mo # o #m #mu #mul mult ulti ltic ticu icul cult ultu ltur tura ural rali alis lism ismo ',semRacismoN1
'em s m sa sal salv alva lvad vado ador dor, or, r, u , um um um c m ca cas caso aso so d o de de de r e ra rac raci acis cism ismo smo mo n o no no no d o di dia dia ia d a de de de i e ie iem iema eman manj anja njá ',semRacismoN1
'\"o r o ra rac raci acis cism ismo smo mo e o é é é u ́ um um um e m es esp espi spin pinh inho nho ho c o cr cra crav rava avad vado ado do n o na na na h a hi his hist isto stó tór óri ́ria ria. ia.\" a.\" .\" - \" - - c - ce cel cell ello llo lo v o vi vie viei ieir eira ',semRacismoN1
'os p s pr pro pró róp ópr ́pri prio rios ios os n s ne neg negr egro gros ros os s s sa sã são ão ̃o r o ra rac raci acis cist ista stas tas as c s co com com om e m el ele eles les es m s me mes mesm esmo smos ',semRacismoN1
'isso sso so e o é é é m ́ mu mui muit uito ito to p o pr pre preo reoc eocu ocup cupa upan pant ante nte! te! e! # ! #b #bb #bbb bbb1 bb17 b17 17 h 7 ha há há á # ́ #r #ra #rac raci acis cism ismo smo mo d o de den dent entr ntro tro ro d o da da da c a ca cas casa ',semRacismoN1
'gent ente nte te d e de de de c e co cor cor or e r é é é t ́ to tod toda oda da a a a a g a ge gen gent ente nte! te! e! e ! e e v e vi viv viva iva va f a fl fli flic lict icts cts! ts! s! # ! #r #ra #rac raci acis cism ismo smo mo # o #i #in #int into ntol tole oler lera eran ranc anci ncia cia ia # a #n #na #nao naop aopo opod pode odem dema emai mais ais is # s #z #zi #zir zira iral rald aldo ',semRacismoN1
'meni enin nino ino no d o de de de 1 e 12 12 12 a 2 an ano anos nos os e s é é é v ́ vi ví vít íti ́tim tima ima ma d a de de de r e ra rac raci acis cism ismo smo mo e o em em em m m me mer merc erca rcad cado ado do n o na na na z a zo zon zona ona na s a su sul sul ul d l do do do r o ri rio rio io d o de de de j e ja jan jane anei neir eiro ',semRacismoN1
'@vas vasc asco scod coda odag daga agam gama ama ma l a li lin lind indo ndo do v o ve ver ver er a r a a u a un uni unia niã ião ão ̃o d o do dos dos os t s ti tim time imes mes es b s br bra bras rasi asil sile ilei leir eiro iros ros os e s em em em t m to tor torn orno rno no d o de de de u e um uma uma ma c a ca cau caus ausa usa sa d a de de de t e td tds tds ds n s no nó nós ós ́s # s #r #ra #rac raci acis cism ismo ',semRacismoN1
'apre pres rese esen sent enta ntad tado ador dora ora ra q a qu qua quas uase ase se c e ci cin cinq inqu nque quen uent ento nton tona ona na c a c c s c se seu seu eu a u am ami amig migo igo go d o di diz dize izen zend endo ndo do q o q q a q as as as p s pe pes pess esso ssoa soas oas as q s qu que que ue a e as ass assi ssis sist isti stir tira iram ram am o m o o s o sh sho show how ow d w do do do d o du dur dura uran ran an d n du dur dura uran ran an s n sa sã são ão ̃o o o os os os p s pa pai pais ais is a s ac aco acom comp ompa mpan panh anha nhan hant ante ntes tes es # s #p #pr #pre prec reco econ conc once ncei ceit eito ',semRacismoN1
'cons onsc nsci scie ciê iên ênc ̂nci ncia cia ia n a ne neg negr egra gra ra n a na nã não ão ̃o e o é é é s ́ so só só ó a ́ a a c a co con cons onsc nsci scie ciê iên ênc ̂nci ncia cia ia d a do dos dos os n s ne neg negr egro gros ros os e s en enq enqu nqua quan uant anto nto to p o pe pes pess esso ssoa soas oas as l s li liv livr ivre vres res es d s de de de q e qu qua qual ualq alqu lque quer uer er e r es est este ster tere ereo reó eót óti ́tip tipo ipo po m o ma mas mas as t s ta tam tamb ambe mbé bém ém ́m e m en enq enqu nqua quan uant anto nto to a o ag age agen gent ente ntes tes es h s hi his hist isto stó tór óri ́ric rico icos cos. ',semRacismoN1
'cana anad nada ada da r a ra rat rati atif tifi ific fica ica ca m a mo moc moç oça çã ̧ão ão ̃o d o de de de c e co con cond onde nden dena enac naç aça çã ̧ão ão ̃o d o de de de i e is isl isla slam lamo amof mofo ofob fobi obia bia ia e a e e r e ra rac raci acis cism ismo smo mo s o si sis sist iste stem tema emá mát áti ́tic tico ',semRacismoN1
'cont ontu ntud tudo udo, do, o, a , a a l a li lib libe iber berd erda rdad dade ade de d e de de de e e ex exp expr xpre pres ress essa ssã são ão ̃o n o ne nem nem em s m se sem semp empr mpre pre re p e pr pre prep repo epon pond onde nder dera era. ra. a. e . en ent entr ntre tre re t e ta tan tant anto ntos tos os e s ex exe exem xemp empl mplo plos los, os, s, t , te tem tem- em-s m-se -se se o e o o d o de de de u e um um um e m ex ex- ex-p x-pr -pre pres resi esid sidi idia diá iár ári ́rio rio io q o qu que que ue e e en ent entr ntro trou rou ou c u co com com om u m um uma uma ma l a li lim limi imin mina inar nar ar p r pa par para ara ra i a im imp impe mped pedi edir dir ir q r qu que que ue u e um um um p m pr pro prog rogr ogra gram rama ama ma d a de de de t e te tel tele elev levi evis visa isã são ão ̃o l o lo loc loca ocal cal al t l tr tra tran rans ansm nsmi smit miti itis tiss isse sse se u e um um um d m do doc docu ocum cume umen ment enta ntá tár ári ́rio rio io s o so sob sobr obre bre re o e o o c o cr cri crim rime ime me q e qu que que ue e e el ele ele le c e co com come omet mete eter tera era. ',semRacismoN1
'mais ais is u s um uma uma ma v a ve vez vez, ez, z, o , o o # o #r #ra #rac raci acis cism ismo smo mo e o é é é d ́ do do do a o ac acu acus cusa usad sado ado do o o ou ou ou d u do do do a o ac acu acus cusa usad sado ador dor? or? r? o ? ob obs obs. bs. s. i . im imp impo mpor port orta rtan tant ante nte: te: e: o : o o s o su suj suje ujei jeit eito ito to d o da da da f a fo fot foto oto to e o é é é o ́ o o c o cr cri cria riad iado ador dor or d r do do do s o sa sab sabo abor bor. ',semRacismoN1
'apó pós ós ́s c s ca cas caso aso so d o de de de r e ra rac raci acis cism ismo smo mo c o co com com om l m lu lud ludm udmi dmil mila ila, la, a, m , ma mar marc arca rcã cão ão ̃o e o é é é d ́ de dem demi emit miti itid tido ido do d o da da da t a tv tv tv r v re rec reco ecor cord ord rd h d ht htt http ttp: tp:/ p:// ://o //ow /ow. ow.l w.ly .ly/ ly/k y/ku /kui kuib uib3 ib30 b308 3089 089s 89s9 9s9a s9a 9a a  # #g #ge #gel gele eled lede edes des es # s #r #ra #rac raci acis cism ismo smo mo # o #l #lu #lud ludm udmi dmil mila ',semRacismoN1
'bran ranc anco nco co n o no no no b o br bra bras rasi asil sil il , l , , a , a a 5 a 50 500 500 00 a 0 an ano anos nos os l s le lev leva evan vand ando ndo do v o va van vant anta ntag tage agem gem em . m .. ... ... .. # . #d #di #dig diga iga ga # a #n #na #nao nao ao # o #a #ao #ao ao # o #r #ra #rac raci acis cism ismo smo ',semRacismoN1
'#rac raci acis cism ismo smo mo e o é é é b ́ bu bur burr urri rric rice ice ',semRacismoN1
'às ̀s v s ve vez veze ezes zes es p s pe pen pens enso nso so s o si sin sinc ince ncer cera eram rame amen ment ente nte te q e qu que que ue n e no nos noss ossa ssa sa l a lu lut luta uta, ta, a, d , da das das as m s mu mul mulh ulhe lher here eres res es n s ne neg negr egra gras ras, as, s, e , é é é a ́ a a l a lu lut luta uta ta m a ma mai mais ais is s s so sol soli olit lita itar tari aria ria ia q a qu que que ue e e ex exi exis xist iste ',semRacismoN1
'reli elig ligi igio giõ iõe ões ̃es es a s af afr afri fric rica ican cana anas nas as p s pr pro prom romo omov move ovem vem em a m at ato ato to c o co con cont ontr ntra tra ra i a in int into ntol tole oler lera erâ rân ânc ̂nci ncia cia ia e a e e r e ra rac raci acis cism ismo smo mo e o em em em s m sa sã são ão ̃o p o pa pau paul aulo ulo lo h o ht htt http ttp: tp:/ p:// ://o //ow /ow. ow.l w.ly .ly/ ly/2 y/2g /2gc 2gcb gcb3 cb30 b308 308d 08do 8dov dovw ovw vw w  # #g #ge #gel gele eled lede edes des es # s #r #ra #rac raci acis cism ismo smo ',semRacismoN1
'come omec meç eço çou ̧ou ou o u o o # o #r #ra #rac raci acis cism ismo smo mo n o na na na # a #g #gl #glo glob lobo obo! bo! o! # ! #m #ma #mal malh alha lhac haç aça çao ',semRacismoN1
'na s a se sed sede ede de b e bi bil bilh ilhe lhet hete ete te u e ú ún úni ́nic nico ico co t o te ter term ermi rmin mina inal nal al b l ba ban band ande ndei deir eira ira ra u a um um um s m se sen senh enho nhor hor or o r of ofe ofen fend ende nde de a e a a a a at ate aten tend ende nden dent ente nte: te: e: \" : \"p \"pr \"pre pret reta eta ta p a po por porc orca rca\" ca\". a\". \". a . a a f a fi fil fila ila la i a in int inte ntei teir eira ira ra s a se se se r e re rev revo evol volt olto ltou tou ou e u e e e e el ele ele le s e sa sai saiu aiu iu f u fu fug fugi ugid gido ido. do. o. # . #r #ra #rac raci acis cist ista ',semRacismoN1
'toda oda da m a mi min minh inha nha ha a a ad ado adol dole oles lesc esce scen cenc enci ncia cia, ia, a, a , ao ao ao a o at ate aten tend ende nder der er a r a a p a po por port orta rta ta d a da da da c a ca cas casa asa sa d a da da da m a mi min minh inha nha ha v a vo vó vó, ó, ́, e , eu eu eu o u ou ouv ouvi uvi vi a i a a p a pe per perg ergu rgun gunt unta nta: ta: a: \" : \"p \"po \"pos poss osso sso so f o fa fal fala alar lar ar c r co com com om s m su sua sua ua p a pa pat patr atro troa roa? oa?\" ',semRacismoN1
'\"... ...n ..na .nã não ão ̃o e o é é é o ́ o o b o bo bon bone oné né. é. ́. n . na nã não ão ̃o e o é é é o ́ o o m o mo mol mole olet leto etom tom om ( m (. (.. (... ...) ..) .) o ) o o t o ta tá táx áxi ́xi xi n i na nã não ão ̃o p o pa par para ara ra p a pr pra pra ra v a vo voc voce ocê cê ê m ̂ ma mas mas as a s a a v a vi via viat iatu atur tura ura ra p a pa par para ara. ra. a. e . es ess esse sse se e e é é é o ́ o o p o pr pro prob robl oble blem lema ema ma d a do do do b o br bra bras rasi asil sil\" il\" l\" - \" - - e - em emi emic mici icid cida ida da # a #r #ra #rac raci acis cism ismo smo mo # o #n #na #nal nala alat lata ',semRacismoN1
'rt @ t @i @ir @ira irac race acem cema emap mapo apor port orte rtel tela ela: la: a: o : o o a o am amo amor mor or n r na nã não ão ̃o c o co con cont onta nta ta c a cr cro crom romo omos moss osso ssom somo omos mos! ',semRacismoN1
'sem em m m ma mai mais ais is p s pa par para ara ra o a o o m o mo mom mome omen ment ento nto to e o e e e e en enf enfa nfat fati atiz tiza izan zand ando ndo do a o a a i a im imp impo mpor port orta rtâ tân ânc ̂nci ncia cia ia d a da da da p a pa par part arti rtic tici icip cipa ipac paç aça çã ̧ão ão ̃o d o de de de t e to tod todo odos dos, os, s, e , en enc ence ncer cerr erra rram ramo amos mos os e s es est esta sta ta m a me men mens ensa nsag sage agem gem em c m co com com om a m as as as p s pa pal pala alav lavr avra vras ras as d s do do do e o es esc escr scri crit rito itor tor or a r au aug augu ugus gust usto sto to c o cu cur cury ury, ry, y, q , qu que que ue t e ta tã tão ão ̃o b o be bem bem em e m ex exp expr xpre pres ress essa ssa sa o a o o q o qu que que ue d e de des dese esej seja ejam jam am t m to tod todo odos dos os o s os os os q s qu que que ue a e as ass assi ssin sina inam nam am e m es est esta sta ta c a ca car cart arta rta- ta-c a-co -con conv onvi nvit vite ite: te: e: \" : \"s \"se \"ser ser er f r fe fel feli eliz liz iz n z na nã não ão ̃o e o é é é t ́ te ter ter er u r um uma uma ma v a vi vid vida ida da p a pe per perf erfe rfei feit eita ita. ta. a. m . ma mas mas as u s us usa usar sar ar a r as as as l s la lá lág ágr ́gri grim rima imas mas as p s pa par para ara ra i a ir irr irri rrig riga igar gar ar a r a a t a to tol tole oler lera erâ rân ânc ̂nci ncia cia. ia. ',semRacismoN1
'#mer merc erca rcad cado ado, do, o, a , an anu anun nunc unci ncia cian iant ante ntes tes es e s e e i e im imp impr mpre pren rens ensa nsa sa i a in ins insi nsis sist iste stem tem em e m e e i e in ins insi nsi$ si$t i$te $tem tem em q m qu que que ue \\ e \\\" \\\"n \\\"na \"nã não ão ̃o e o ex exi exis xist iste ste te # e #r #ra #rac raci acis cism ismo smo mo n o no no no # o #b #br #bra bras rasi asil ',semRacismoN1
'dos os m s mu mur muro uros ros os d s da da da e a es esp espa span panh anha nha ha n a na nas nas as c s co col colo oló lón óni ́nia nias ias as d s de de de c e ce ceu ceut euta uta ta e a e e m e me mel meli elil lilh ilha lha, ha, a, m , me mel melh elho lhor hor or n r ne nem nem em f m fa fal fala alar lar, ar, r, n , no nom nom om e m é é? é? ́? h ? hi hip hipo ipó póc ócr ́cri crit rita itas tas. as. s. # . #x #xe #xen xeno enof nofo ofob fobi obia bia ia # a #r #ra #rac raci acis cism ismo smo mo # o #e #el #elp elpa lpai paí aís ',semRacismoN1
'todo odo do p o pr pre prec reco econ conc once ncei ceit eito ito to e o é é é f ́ fr fru frut ruto uto to d o da da da b a bu bur burr urri rric rice ice, ce, e, d , da da da i a ig ign igno gnor nora orâ rân ânc ̂nci ncia cia, ia, a, e , e e q e qu qua qual ualq alqu lque quer uer er a r at ati ativ tivi ivid vida idad dade ade de c e cu cul cult ultu ltur tura ural ral al c l co con cont ontr ntra tra ra p a pr pre prec reco econ conc once ncei ceit eito itos tos os e s é é é v ́ va vá vál áli ́lid lida ida. ',semRacismoN1
'enta ntã tão ão, ̃o, o, u , um um um d m do dos dos os m s ma mac maca acac caco acos cos os e s é é é s ́ su sub subs ubst bsti stit titu itui tuí uíd ído ́do do p o po por por or o r ou out outr utro tro ro q o qu que que, ue, e, s , se sem sem em s m sa sab sabe aber ber er d r de de de n e na nad nada ada, da, a, t , te ten tent enta nta ta s a su sub subi ubir bir ir n r na na na e a es esc esca scad cada ada da q a qu qua quan uand ando ndo do e o é é é a ́ at ata atac taca acad cado ado do p o pe pel pelo elos los os d s de dem dema emai mais ais, is, s, a , at ate até té é o ́ o o p o po pon pont onto nto to e o em em em q m qu que que ue e e el ele ele le t e ta tam tamb ambe mbé bém ém ́m a m ad ade ader dere ere re a e a a e a es ess esse sse se c e co com comp ompo mpor port orta rtam tame amen ment ento nto. to. ',semRacismoN1
'ser er e r es esp espe spec peci ecia cial ial al e l é é é n ́ na nã não ão ̃o t o te ter ter er # r #p #pr #pre prec reco econ conc once ncei ceit eito ito! ',semRacismoN1
'raci acis cist ista sta ta e a é é é a ́ aq aqu aque quel uele ele le q e qu que que ue v e ve ven vend ende nde de r e ra rac raç aça çã ̧ão ão? ',semRacismoN1
'oper pera erad rado ador dora ora ra d a de de de c e ca cai caix aixa ixa xa s a so sof sofr ofre fre re r e ra rac raci acis cism ismo smo mo p o po por por or h r ho hom home omem mem em d m de de de “ e “d “de “des desc esce scen cend ende ndê dên ênc ̂nci ncia cia ia f a fr fra fran ranc ance nces cesa esa” sa” a” e ” em em em c m ca cam camb ambu mbur buri uriu riu iu e u e e e e é é é i ́ in ind inde nden deni eniz niza izad zada ',semRacismoN1
'@vas vasc asco scod coda odag daga agam gama ama, ma, a, e , es est esta stam tamo amos mos os j s ju jun junt unto ntos tos os n s na na na l a lu lut luta uta ta p a pe pel pelo elo lo f o fi fim fim im d m do do do # o #r #ra #rac raci acis cism ismo smo mo n o no no no e o es esp espo spor port orte rte te e e e e n e na na na s a so soc soci ocie cied ieda edad dade ade! de!! e!!! !!! ',semRacismoN1
