@relation _home_sebastiao_sebastiao_red_exemplo2

@attribute text string
@attribute @@class@@ {semRacismoN2,racismoN2}

@data
'vint inte inte nte nte  te e te e e e e e   e d e d e du e du  dua dua duas duas uas uas  as a as a s as s as  ass ass asso asso ssoc ssoc soci soci ocia ocia ciac ciac iaç iaç aço aço çõ çõ ̧õe ̧õe ões ões ̃es ̃es  es d es d s de s de  de de  de a de a e af e af  afr afr afro afro fro- fro- ro-d ro-d o-de o-de -des -des desc desc esce esce scen scen cend cend ende ende nden nden dent dent ente ente ntes ntes tes tes  es q es q s qu s qu  que que quei quei ueix ueix eixa eixa ixam ixam xam- xam- am-s am-s m-se m-se -se -se  se d se d e de e de  de de  de p de p e po e po  por por port port ortu ortu rtug rtug tuga tuga ugal ugal gal gal  al a al a l à l à  à à  à o à o ̀ on ̀ on  onu ',semRacismoN2
'@vas vasc vasc asco asco scod scod coda coda odag odag daga daga agam agam gama gama ama ama  ma # ma # a #v a #v  #va #va #vas #vas vasc vasc asco asco scod scod coda coda odag odag daga daga agam agam gama gama ama ama  ma e ma e a en a en  ent ent ente ente nten nten tend tend endo endo ndo ndo  do q do q o qu o qu  que que que que  ue o ue o e o e o   o # o # o #r o #r  #ra #ra #rac #rac raci raci acis acis cism cism ismo ismo smo smo  mo e mo e o é o é  é é  é u é u ́ um ́ um  uma uma uma uma  ma a ma a a at a at  ati ati atit atit titu titu itud itud tude tude ude ude  de m de m e me e me  med med medi medi edí edí dío dío íoc íoc ́ocr ́ocr ocre ocre cre, cre, re, re,  e, m e, m , ma , ma  mas mas mas mas  as t as t s to s to  tod tod todo todo odo odo  do t do t o ti o ti  tip tip tipo tipo ipo ipo  po d po d o de o de  de de  de p de p e pr e pr  pre pre prec prec reco reco econ econ conc conc once once ncei ncei ceit ceit eito eito ito ito  to v to v o ve o ve  vem vem vem vem  em d em d m de m de  de de  de b de b e be e be  ber ber berc berc erç erç rço rço ço ço  ̧o d ̧o d o de o de  de de  de c de c e ca e ca  cad cad cada cada ada ada  da s da s a se a se  ser ser ser ser  er h er h r hu r hu  hum hum huma huma uman uman mano ',semRacismoN2
'@joh john john ohnl ohnl hnle hnle nleg nleg lege lege egen egen gend gend end end  nd r nd r d re d re  res res resp resp espo espo spon spon pond pond onde onde nde nde  de a de a e a e a   a c a c a co a co  com com come come omen omen ment ment enta enta ntá ntá tár tár ári ári ́rio ́rio rio rio  io r io r o ra o ra  rac rac raci raci acis acis cist cist ista ista sta. sta. ta. ta.  a. h a. h . ht . ht  htt htt http http ttp: ttp: tp:/ tp:/ p:// p:// ://g ://g //go //go /goo /goo goo. goo. oo.g oo.g o.gl o.gl .gl/ .gl/ gl/l gl/l l/lh l/lh /lh2 /lh2 lh2y lh2y h2yp h2yp 2ypl 2ypl ypl ypl  pl pl   l  # l  #   #r #r  #ra #ra #rad #rad radi radi adio adio dioc dioc ioco ioco ocom ocom come come omer omer merc merc erci erci rcia rcia cial cial ial ial  al # al # l #n l #n  #no #no #not #not noti noti otic otic tici tici icia icia cias cias ias ias  as # as # s #n s #n  #ne #ne #new #new news news ews ews  ws # ws # s #r s #r  #ra #ra #rac #rac raci raci acis acis cism cism ismo ',semRacismoN2
'o de  det det deta deta etal etal talh talh alhe alhe lhe lhe  he m he m e ma e ma  mai mai mais mais ais ais  is s is s s so s so  só só sór sór órd órd ́rdi ́rdi rdid rdid dido dido ido: ido: do: do:  o: a o: a : a : a   a c a c a ca a ca  cas cas casa casa asa asa  sa d sa d a do a do  dos dos dos dos  os f os f s fr s fr  fri fri frio frio rios rios ios ios  os n os n s na s na  nã nã não não ão ão  ̃o p ̃o p o pe o pe  ped ped pedi pedi ediu ediu diu diu  iu d iu d u de u de  des des desc desc escu escu scul scul culp culp ulpa ulpa lpas lpas pas pas  as a as a s à s à  à à  à v à v ̀ vi ̀ vi  ví ví vít vít íti íti ́tim ́tim tima tima ima ima  ma n ma n a na a na  na na  na n na n a no a no  not not nota nota ota ota  ta a ta a a à a à  à à  à i à i ̀ im ̀ im  imp imp impr impr mpre mpre pren pren rens rens ensa ensa nsa. nsa. sa. sa.  a. # a. # . #c . #c  #ca #ca #cas #cas casa casa asad asad sado sado ados ados dosf dosf osfr osfr sfri sfri frio frio rios rios ios ios  os # os # s #r s #r  #ra #ra #rac #rac raci raci acis acis cism cism ismo ismo smo. smo. mo.. mo.. o... o... ... ...  .. h .. h . ht . ht  htt htt http http ttp: ttp: tp:/ tp:/ p:// p:// ://f ://f //fb //fb /fb. /fb. fb.m fb.m b.me b.me .me/ .me/ me/5 me/5 e/5b e/5b /5br /5br 5brs 5brs brsf brsf rsf8 rsf8 sf8o sf8o f8ox f8ox 8oxs 8oxs oxs ',semRacismoN2
'@col colo colo olor olor lora lora orad orad rado rado adoz adoz dozh dozh ozh ozh  zh @ zh @ h @z h @z  @ze @ze @zer @zer zero zero eroh eroh roho roho ohor ohor hora hora ora ora  ra t ra t a ti a ti  tim tim time time ime ime  me g me g e gr e gr  gra gra gran gran rand rand ande ande nde nde  de c de c e co e co  com com com com  om p om p m pe m pe  pen pen pens pens ensa ensa nsam nsam same same amen amen ment ment ento ento nto nto  to d to d o de o de  de de  de p de p e pe e pe  peq peq pequ pequ eque eque quen quen ueno ueno eno eno  no . no . o .. o ..  ... ... ... ...  .. z .. z . za . za  zag zag zago zago ago ago  go c go c o co o co  com com como como omo omo  mo t mo t o tr o tr  tre tre trei trei rein rein eina eina inad inad nado nado ador ador dor dor  or e or e r é r é  é é  é o é o ́ o ́ o   o f o f o fu o fu  fun fun fund fund undo undo ndo ndo  do d do d o do o do  do do  do p do p o po o po  poc poc poç poç oço oço ço ço  ̧o ! ̧o ! o !! o !!  !!! !!! !!! !!!  !! # !! # ! #r ! #r  #ra #ra #rac #rac raci raci acis acis cist cist ista ',semRacismoN2
'se e e é e é  é é  é c é c ́ ce ́ ce  ceg ceg cego cego ego ego  go d go d o do o do  dos dos dos dos  os o os o s ol s ol  olh olh olho olho lhos lhos hos, hos, os, os,  s, n s, n , na , na  nã nã não não ão ão  ̃o e ̃o e o é o é  é é  é r é r ́ ra ́ ra  rac rac raci raci acis acis cist cist ista ista sta. sta. ta. ta.  a. s a. s . se . se  se se  se e se e e é e é  é é  é r é r ́ ra ́ ra  rac rac raci raci acis acis cist cist ista ista sta, sta, ta, ta,  a, e a, e , é , é  é é  é c é c ́ ce ́ ce  ceg ceg cego cego ego ego  go d go d o de o de  de de  de a de a e al e al  alm alm alma alma lma. ',semRacismoN2
'o #r  #ra #ra #rac #rac raci raci acis acis cism cism ismo ismo smo smo  mo e mo e o é o é  é é  é a é a ́ a ́ a   a p a p a pr a pr  pro pro prov prov rova rova ova ova  va o va o a o a o   o q o q o qu o qu  qua qua quan quan uant uant anto anto nto nto  to a to a o ai o ai  ain ain aind aind inda inda nda nda  da v da v a vo a vo  voc voc voce voce ocê ocê cês cês ês ês  ̂s s ̂s s s sa s sa  sã sã são são ão ão  ̃o p ̃o p o pr o pr  pri pri prim prim rimi rimi imit imit miti miti itiv itiv tivo tivo ivos ivos vos vos  os d os d s de s de  de de  de t de t e ti e ti  ti ti  ti a ti a i ap i ap  ape ape apen apen pena pena enas enas nas nas  as s as s s si s si  sin sin sint sint into into nto nto  to p to p o pe o pe  pen pen pena pena ena ena  na # na # a #s a #s  #sl #sl #slb #slb slb slb  lb # lb # b #c b #c  #ca #ca #car #car carr carr arre arre rreg rreg rega rega egab egab gabe gabe aben aben benf benf enfi enfi nfic nfic fica fica ica ica  ca # ca # a #b a #b  #be #be #ben #ben benf benf enfi enfi nfic nfic fica fica ica ica  ca # ca # a #a a #a  #ac #ac #acu #acu acul acul culp culp ulpa ulpa lpae lpae paé paé aéd aéd édo édo ́dob ́dob dobe dobe oben oben benf benf enfi enfi nfic nfic fica ',semRacismoN2
'mult ulti ulti ltic ltic ticu ticu icul icul cult cult ultu ultu ltur ltur tura tura ural ural rali rali alis alis lism lism ismo ismo smo smo  mo e mo e o es o es  est est esta esta stá stá tá tá  á m á m ́ mo ́ mo  mor mor mort mort orto orto rto? rto? to? to?  o? # o? # ? #f ? #f  #fu #fu #fut #fut futu futu utur utur turo turo uroi uroi roin roin oinc oinc ince ince ncer ncer cert cert erto erto rto rto  to # to # o #p o #p  #pr #pr #pre #pre prec prec reco reco econ econ conc conc once once ncei ncei ceit ceit eito eito ito ito  to # to # o #r o #r  #ra #ra #rac #rac raci raci acis acis cism cism ismo ismo smo smo  mo # mo # o #m o #m  #mu #mu #mul #mul mult mult ulti ulti ltic ltic ticu ticu icul icul cult cult ultu ultu ltur ltur tura tura ural ural rali rali alis alis lism lism ismo ',semRacismoN2
'em s m sa m sa  sal sal salv salv alva alva lvad lvad vado vado ador ador dor, dor, or, or,  r, u r, u , um , um  um um  um c um c m ca m ca  cas cas caso caso aso aso  so d so d o de o de  de de  de r de r e ra e ra  rac rac raci raci acis acis cism cism ismo ismo smo smo  mo n mo n o no o no  no no  no d no d o di o di  dia dia dia dia  ia d ia d a de a de  de de  de i de i e ie e ie  iem iem iema iema eman eman manj manj anja anja njá ',semRacismoN2
'\"o r o ra o ra  rac rac raci raci acis acis cism cism ismo ismo smo smo  mo e mo e o é o é  é é  é u é u ́ um ́ um  um um  um e um e m es m es  esp esp espi espi spin spin pinh pinh inho inho nho nho  ho c ho c o cr o cr  cra cra crav crav rava rava avad avad vado vado ado ado  do n do n o na o na  na na  na h na h a hi a hi  his his hist hist isto isto stó stó tór tór óri óri ́ria ́ria ria. ria. ia.\" ia.\" a.\" a.\"  .\" - .\" - \" - \" -   - c - c - ce - ce  cel cel cell cell ello ello llo llo  lo v lo v o vi o vi  vie vie viei viei ieir ieir eira ',semRacismoN2
'os p s pr s pr  pro pro pró pró róp róp ópr ópr ́pri ́pri prio prio rios rios ios ios  os n os n s ne s ne  neg neg negr negr egro egro gros gros ros ros  os s os s s sa s sa  sã sã são são ão ão  ̃o r ̃o r o ra o ra  rac rac raci raci acis acis cist cist ista ista stas stas tas tas  as c as c s co s co  com com com com  om e om e m el m el  ele ele eles eles les les  es m es m s me s me  mes mes mesm mesm esmo esmo smos ',semRacismoN2
'isso sso sso  so e so e o é o é  é é  é m é m ́ mu ́ mu  mui mui muit muit uito uito ito ito  to p to p o pr o pr  pre pre preo preo reoc reoc eocu eocu ocup ocup cupa cupa upan upan pant pant ante ante nte! nte! te! te!  e! # e! # ! #b ! #b  #bb #bb #bbb #bbb bbb1 bbb1 bb17 bb17 b17 b17  17 h 17 h 7 ha 7 ha  há há há há  á # á # ́ #r ́ #r  #ra #ra #rac #rac raci raci acis acis cism cism ismo ismo smo smo  mo d mo d o de o de  den den dent dent entr entr ntro ntro tro tro  ro d ro d o da o da  da da  da c da c a ca a ca  cas cas casa ',semRacismoN2
'gent ente ente nte nte  te d te d e de e de  de de  de c de c e co e co  cor cor cor cor  or e or e r é r é  é é  é t é t ́ to ́ to  tod tod toda toda oda oda  da a da a a a a a   a g a g a ge a ge  gen gen gent gent ente ente nte! nte! te! te!  e! e e! e ! e ! e   e v e v e vi e vi  viv viv viva viva iva iva  va f va f a fl a fl  fli fli flic flic lict lict icts icts cts! cts! ts! ts!  s! # s! # ! #r ! #r  #ra #ra #rac #rac raci raci acis acis cism cism ismo ismo smo smo  mo # mo # o #i o #i  #in #in #int #int into into ntol ntol tole tole oler oler lera lera eran eran ranc ranc anci anci ncia ncia cia cia  ia # ia # a #n a #n  #na #na #nao #nao naop naop aopo aopo opod opod pode pode odem odem dema dema emai emai mais mais ais ais  is # is # s #z s #z  #zi #zi #zir #zir zira zira iral iral rald rald aldo ',semRacismoN2
